,Sentence,test
37878,지루해지루해ㅠ,슬픔
37879,"오늘 출근하는 길에 낙엽을 너무 많이 맞았다 낙엽마저도 나한테 정신을 차리라고 말하는건가 ^^,, #알았어 #정신차릴게 . . .",싫음
37880,"술을 많이 먹은 다음날은 몸도 마음도 너덜너덜해진다. 띄엄띄엄 기억나는 온갖 헛소리들과 속쓰림은 내가 아니고 싶게 만드는 후유증이다.
#술끊자",싫음
37881,"왜 같은 실수를 반복할까요 
몹쓸 술이여...",슬픔
37882,마음은 허한데 육신은 토실토실해지는구나,슬픔
37883,"조금은 숨통이 트인 것 같다.
으자으자잣",중립
37884,오늘은 일이 정말 많은 하루였다 너무 바빠서 몸이랑 영혼이랑 분리되기 직전에 퇴근함 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 오늘 저녁은 쿠자라이식 라면을 해 머거야딩,중립
37885,"다 늦은시간에
소방훈련이 왠말
#칼퇴보장요망",싫음
37886,"야근후 운동왔는데...넘 배가불러서
배가 버거움..ㅜㅜ
여름도 아닌데 급 헬스장에 사람이 많네..
#너도나도 #몸짱#배불러#하와유#S의끄적",싫음
37887,(집가고싶다..),중립
37888,차카게 살자,중립
37889,"집에 깨어 있는 사람은 나 혼자고..
티비는 켜있고..
기분은 꿀꿀하고..
소주에 오돌뼈가 먹고 싶은데..

당장 그럴 처지는 안되고..
쇼파에 앉아 있는 지금이 편한것도 같고..",싫음
37890,"#일상 깨어 있는 사람은 나 혼자고..
티비는 켜있고..
기분은 꿀꿀하고..
소주에 오돌뼈가 먹고 싶은데..

당장 그럴 처지는 안되고..
쇼파에 앉아 있는 지금이 편한것도 같고..",싫음
37891,빨리 원고하고싶다 원고아닌거잡고있으려니 초조해죽겠다,괴로움
37892,"잠이 안 오는 새벽,
잠 잘 오는 방법 없을까
#일상",중립
37893,"뉴욕에 도착했다.
생각보다 모든 일이 착착 진행되었고
생각보다 사람 사는 곳은 똑같다.

쿠퍼 휴잇 뮤지엄은 생각보다 좋았음.",행복
37894,"금요일이다 금요일!
얼른 주말이 왔으면 좋겠다.",중립
37895,#수업 가기 너무 싫다. 더 자고 싶다. 오늘 #발표 하는 날인데 준비를 안하고 자버렸다.,싫음
37896,#수업 가기 너무 싫다. 더 자고 싶다. 오늘 #발표 하는 날인데 준비를 안하고 자버렸다.,싫음
37897,"불금에는 불타는 무언가를 해야 할 것 같아.
그래 오늘은 집에서 맥주랑 영화 봐야지❤",행복
37898,감기 훌쩍훌쩍,중립
37899,"하루종일 먹고 눕고 자고 먹고 눕고 자고..
어젠 이게 그렇게 하고싶었는데 
하고나니 공허하다.
잘 쉰것 같은데 내일 되면 왜 바쁘게 돌아다니지 않았는가를 고민하겠지..",중립
37900,"원래 자신에게 당당하지 못한 사람은 쓸데없이 목소리가 크다. 
시끄러워죽겠네..",싫음
37901,돌려서 욕들어먹으나 대놓고 욕들어먹으나 마찬가지. 유치하다. 사람이 이성적이고 제대로 되었다고 생각하는 내가 멍청하다. 하는것도 없으면서 떠들어대는 자들은 어딜가나 절반은 되는거 같다. 물론 한다고 앉아있지만 쓸모없는걸 하는 애들도 많다.,싫음
37902,"아이고 정말 골치가 아프고나!
정말 쉬운일이 없고만",슬픔
37903,게을러진 것 같다 으으,슬픔
37904,"점심으로 평양냉면을 먹었다. 
완냉해서 배부르다. 기분이 좋군. 
회사 가까이 이런 곳이 있었는데 몰랐다니!
자주 와야겠다. 
오후에 배불러서 졸지만 않길",중립
37905,헬로,중립
37906,"히히 시차적응 대실패지만
나름 의미있는 시간들 보내는 중
언제 이렇게 여유롭게 누워있어 보겠어 
빨리 날이 밝아서 
#센트럴파크 #모마미술관 #나스 #북마크 #세포라 #하이라인 
구경 다니고 싶다 :-)
#구겐하임뮤지엄 도 살짝 다녀올까",중립
37907,"힝!! 불타는 금요일인데 맥주한잔을 못하다니ㅠㅠㅜ 감기 주거버렷ㅠㅜ

#감기 #코젤다크 #먹고싶다",슬픔
37908,"아침부터 기나긴 여정.
에너지를 다 소모하고 왔당
#에너지 #바닥 #피곤
#불금 인데 기절할 듯ㅋ",중립
37909,"왜 자꾸 메일이 오류가 나는 걸까.
일 좀 하려고하면 오류가 나서 돌아버릴 것 같아!
하... 왜 나만 그럼?!!
#오류 #뿌셔",중립
37910,"마음의 평안은 언제 오는걸까
누가봐도 행복한 상태의 나인데 
정작 나는 그렇지 않은 것 같다
무슨 차이인건지 나도 모르겠다..",슬픔
37911,"감기기운 있는거
그대로 방치했더니
감기가 결국왔고나ㅠ.ㅠ
힘들당 얼른 퇴근하고파",슬픔
37912,"소프트웨어 교육중..
오후시간 3시간씩 5일째
피로감이 몰려오며 
마지막시간에 집중도가떨어짐.ㅠ
메이커교육~ 
역시 강의보다 작업이 효과적이네.",싫음
37913,퇴근하고싶다,중립
37914,티켓팅 너무 떨려 ㅅㅂ 어떡해,괴로움
37915,게을러진 것 같다고 썼는데 염려하셨다니 zzzzㅋㅋㅋㅋㅋ ㅠㅠ 네.. 제 인생에 염려할것들이 많죠.. #하와유 #그래도사랑해 ..,슬픔
37916,"오랫만에  여유로운 저녁
내일은 간만에  늦잠이란걸 자볼까?",중립
37917,"이번주도 순식간에 쓰사사샤샤
일주일이 엄청 빨리지나가서 #당황 중...ㅋㅋㅋㅋㅋ
오늘은 #칼퇴 #클럽 고고 

#헬스클럽.......#하와유#S의끄적",싫음
37918,"최근 한국과 미국의 공통관심사가 야구다. 그들과 주고받은 승리의 양상도 비슷하다.
올해는 미국야구가 쬐금더 흥미롭다. 기아가 이겼으면 좋겠고,  미국은' LA다졌어'가 이겼으면 좋겠다. 류현진이 때문일거야. 
마치 토트넘이 손흥민이 땜에 우리편인거와 같은 건가.",중립
37919,오늘 밤에 볼 영화 추천 부탁합니다,중립
37920,오늘 친구들이 늦어서 밥을 못먹고 있다.,슬픔
37921,"사랑은 사실 별게 아닌 것 같다.
없을땐 사랑이 대단한 거라고 
기대하고 꿈꿨지만 
있으니 참 티가 안나고 은은한 것.
그래서 소중하다고 생각하지 못하지만
잃어보면 그제서야 안다. 
뭐 대단한 것이 그리운게 아니라 
별거 아닌 그것이 자꾸 필요하다는 걸..",싫음
37922,오늘 무엇을 먹을까?,중립
37923,바쁜 업무 때문에 잠을 잘 못자고 있다. 편안하게 잘 수 있는 방법이 없을까?,싫음
37924,친구가 너무 늦게 온다. 짜증난다. 밥은 언제 먹지.,싫음
37925,"칭찬은 나를 춤추게 한다.
덩실덩실",중립
37926,"불금에 정겨운 친구를 만나다
#우정 #커피타임",중립
37927,"단단해지겠다고 마음먹고
까칠하게 살게 해준다는 책을 샀지만.
나는 그럴 수 없는 사람이란 걸 알아버렸고.
그래서 그냥 폭신하게 살기로했다.
#본성 은 어디 안간대.",중립
37928,일주일이 어떻기 지나갔는지도 모르게 지나갔다. 휴.. 힘들다.,괴로움
37929,적당히 하자 정말...,싫음
37930,"노래를부르고싶다
노래를 불렀다
맘에 든다",행복
37931,영화 보러 가고싶다,중립
37932,오호호라면 좋지,행복
37933,"코감기가 왔구낭~.~
아주 고냥 코가 맹맹~~~~허다!
#어떤아픔도~",행복
37934,"돈,돈,하드만 한푼두 못가지고
갈것을 모르고 갔다는 소식들으니  새삼 인생무상이네",싫음
37935,세상에 나와 한 사람의 몫을 제대로 하며 살아가는 게 얼마나 힘든지 또 새삼 깨달으며 일주일이 마무리되어가고 있다. #직장생활#노력해도되지않는일#밥값,싫음
37936,"운동후 지하철 기다리는 순간
#치느님 만나고싶다아아아....
배고픈 내 배가싫다ㅋㅋㅋㅋㅋ
스크린도어에 비친 헬쭉해진 모습 보면서
위안 삼는중...난 #다이어터
#하와유#S의끄적",싫음
37937,"최근 엉망이 된 수면패턴의 원상복구를 위해
슬리핑카우를 마셔봤다!

뭔가 노곤노곤한 것 같기도 한데..",싫음
37938,"소중한 인연과의 만남 
오래가고싶은 인연이었다",중립
37939,어디서부터 내 인생이 꼬여버렸을까,슬픔
37940,속이 왜이리 쓰리지,괴로움
37941,주말에도 스트레스 오져버리네,싫음
37942,"사는동안 넉넉하게 살진못하지만  인심사납게
살지는 말아야지!!",싫음
37943,토요일 아침 대학가 근처는 참 조용하네..,중립
37944,"#주말시작#늦잠#꿀잠 늦게 일어나서먹는
브런치는 꿀마아아이맛",행복
37945,미룰 수 없는 #약속은 마음을 갑갑하게 만든다. 그러나 미룬 약속을 챙기는 일은 사람 미치고  환장하게 만든다.,싫음
37946,#중간고사 가 다 끝나서 #주말 을 편하게 쉴 수 있다고 생각했는데 5시에 #조별모임 이 있었다. #우울 하다.,슬픔
37947,제주도~~~♡♡♡♡,중립
37948,"오랜만에 휴가~~
편안하고 즐겁다!!",행복
37949,"오늘은 
1. 사라베스에서 프렌치 토스트를 먹었다. 
프렌치토스트의 버터와 메이플소스는 기가막혔지만 33달러의 맛은 아니었다. 실망. 에그베네딕트가 아니여서 그런가. 

2. 어제 쿠퍼휴잇에서 모르고 들고와버린 인터랙티브 펜을 가져다줬다. 경비원이 엄청 빵터졌다. 힣 

3. 모마 뮤지엄에 갔다. 왜 모마모마 하는지 알겠다. 라자냐 맛있지만 다 못먹었다. 엄청 뉴욕뉴욕한 맛이여서 반 정도 먹으니 부대꼈다. 

4. 모마 디자인 스토어는 생각보다 그저그럼. 너무 많이 봐오던 물건들. 근데 이땐 좀 잠와서. 제정신이 아니었던거 같다.

5. 레고스토어, 빅시 잠깐 구경, 록펠러 센터 구경
혼자 아니고 둘이서 왔으면 록펠러 센터에서 스케이트 탔을 듯.

6. 첼시마켓. 하이라인. 
첼시마켓은 어마어마하게 핫했다. 중간중간 할로윈 장식한것도 신기방기. 할로윈 문화가 확실히 다른듯. 한국엔 없는 문화지! 배만 안불렀으면 속만 안울렁거렸으면 뭐라도 먹었을 듯. 하이라인도 생각보다 사람 많고 산책하기 기분 좋은 곳. 서울로 가봐야지.

7. 세포라.나스.북맠
북맠은 진짜 1도 볼거없고. 
나스는 원하는 색상이 제품이 없었지만.
뭐 그래도 모든 색상을 다 볼 수 있는 것만 해도 좋았음. 세포라는 진짜 신세계. 왜 세포라에 가는지 알겠음. 다 직접 해보고 경험 해보고. 
엄청 쇼핑했다 ㅎㅎ 
1년은 화장품 안사도 될듯.

8.다시 하이라인.
하이라인 산책하면서 집에 돌아왔다. 좋았다. 산책.",행복
37950,하늘이너무예뻐##,행복
37951,점심먹고나니노곤하네,중립
37952,분노는 당연한 것도 하기어렵게 만든다.,중립
37953,날 좋은 토요일 오후. 집에서 쉬고 있자니 이것저것 눈에 밟히는게 산더미다. 그냥 정말 푹 쉬고 싶은데 왜 이리 밟히는게냐.. 싫다. 싫어. #직장생활,싫음
37954,몸이 점점 안좋으니 나의 정신도 갈수록 나약해져가는 것 같다.,싫음
37955,넘들은 단풍놀이다 뭐다 다 놀러가는데 일하니 능률두 안오르구 에혀~~~,중립
37956,"과 동기의 결혼식을 다녀왔다. 오래 연애하던 남자친구와 헤어지더니 훨씬 좋은 사람과 결혼했다. 

조건만 따지면 구 남친이 나을지 모르나, 친구가 예비신랑에 대해 이야기할 때와 예전에 구남친에 대해 말할 때의 표정을 보면 지금 남편이 훨씬 좋은 사람임을 알 수 있다. 그리고 오늘 남편분께서 친구인 우리들에게 하는 행동만 봐도 어떤 사람인지 알 수 있었다. 
역시 똥차 가고 벤츠 오는건가.
친구가 행복해 보여서 참 기쁘다.",중립
37957,"여유로운 토요일 저녁.
만들어놓은 오믈렛을 데워 먹고 핸드폰을 만지작.. 
이것만 먹고 영화보고 와야지. 
주말이라 행복하다",행복
37958,"오늘은 롯데월드에서
완전 신나게 놀았당!!
비록 사람이 너무 많아서
사진 스팟인 회전목마앞에서는
인생샷을 건질수는 없었지만...☆
여러가지 에피소드가 많아서
핵꿀잼이었음!ㅎㅎㅎ
#해피할로윈 #롯데월드",행복
37959,눈꺼풀이 너무무겁다,싫음
37960,다들 꿀주말 꿀밤 보내세요ㅎㅎ,싫음
37961,"단풍놀이를 다녀왔다.
하루종일 걸어서 다리가 아팠지만 
그래도 함께여서 행복했다!
#연애 #일상 #단풍놀이 #데이트",중립
37962,"꿀같은 낮잠을 잤더니 잠이 안오넴...
벌써 새벽4시가 넘었는데..
연말 보너스받으면 저축을 얼마나할지..
현재#텅장 잔고는 어떤지..
#다이어트는 어떻게 진행할지?
#기본티셔츠 는 무엇을 살지..
정말 앞뒤없이 #뒤죽박죽 #이것저것 막막 생각하고 끄적이는중...
핸드폰을 해서 더 잠이 안오는건지?
내가 잠을 자고싶지 않아서 핸드폰을 하는건지?
#내가지금무슨말을하는건지?ㅋㅋㅋㅋ
#주말#아쉬워#하와유#S의끄적",싫음
37963,"크헝ㅜㅜ 정말 잠이 안와...
",싫음
37964,"1. 엠파이어스테이트빌딩에 갔다 
8시에 가서 사람이 많지않고 기다리지않아도되서 좋았다. 
나중에는 야경도 보러가야지. 

2. 빅토리아시크릿 
2시간동안 시간가는줄 몰랐다. 
사이즈를 체크한다. 
피팅룸에서 사이즈가 맞는지 입어본다. 
그 사이즈 중에 내가 원하는 모델을 입어본다. 
9개 정도 입어본 듯.
내가 마음에 드는 디자인을 선택하면 
내 카드에 어떤 모델인지 체크해준다. 
그러면 그 모델의 색상을 고른다. 

완전 신박한 쇼팅 시스템...! 
나처럼 속옷에 굉장히 예민해하고 
사이즈가 한국에서 사기 애매한 70E 사이즈는 
빅토리아 시크릿 같은 천국이 따로 없는듯
돈 많이 썼지만 ㅠㅠ 그만큼 후회 안할거같다. 
바디로션은 생각보다 향이 마음에 드는게 많지 않았음. 

3. 할랄가이즈 
할랄가이즈 난 맛있었다. 
딱 속 미식거리고 별로 일때 
한국음식 같은 맛 좋음! 
양이 많아서 남긴게 아쉽다. 

4. 타임스퀘어, 엠앤엠즈, 디즈니샵 
디즈니샵에선 사고싶은게 좀 있었는데 
참았다...ㅋ 빅토리아시크릿 타격이 좀 큼 
타임스퀘어는 진짜 사람이 많더라. 
신박했다. 근데 난 이런 정신 없는 곳에서 감흥은 못느끼는 듯. 

5. 미스사이공 
와 진짜 2번째줄 중간은 어마어마한 자리다. 심지어 인터미션 이후에 내 앞사람 없어서 
완전 첫줄처럼 봤는데, 바로 앞에서 연기하는 표정 손짓 침튀기는거 다 보니깐 대사 안들려도 무슨 감정 이야긴지 알겠더라. 
근데 다만 무대의 전반적 조망이 안되는 것이 아쉬움. 

무대 연출은 진짜 죽임. 어떻게 저런 생각을 했지 싶음. 그리고 오케스트라. 진짜 오케스트라가 있어야 진짜 뮤지컬이라는 내 생각을 확고히 함. 그래도 런던에서 본 라이언킹 보다는 오케스트라 규모가 작았음.

오늘 내가 뉴욕에서 젤 하고싶었던 빅시&미스사이공 관람하니깐 
내가 왜 연구하고 돈버는지 알겠다는 생각이 들었음. 좋아하는 일 하면서 돈을 벌고 이렇게 마음껏 즐길수있다는 것은 정말 행복한 일이구나 느꼈음. 행복에 겨워도 모자를 판에. 부담스러워하고 스트레스만 받던 내 자신이 후회가 됨. 완전 의욕없고 디프레스 되어있었는데 다시 열심히 살아야겠다는 생각이!!! 화이팅. 

그리고 연구 올해 하고싶은거 얼추 마무리하고 그동안 쇼핑&여가를 못즐기는바람에 좀 더 극적으로 뉴욕여행이 다가오는거 같음. 

즐기자 인생. 한번 뿐이 없다.",행복
37965,"왜 영철오빠가 
대학원생은 참 기쁨을 느낄 일이 없다고
조그마한 보상이라도 느낄 일이 참 없다고 했는데

이제서야 그 말이 좀 와 닿는다.
아 내가 이런 경험 해보려구 
논문 쓰는구나 연구 하는구나 
그러니깐 연구도 연구 나름 재밌어서 하는데
뭔가 시간과 공을 들이는 만큼 
내부적인 피드백은 오는데
외부적인 피드백이 잘 안오는거? 

그래서 내가 이 짓을 무엇때문에 하는지 
내적 만족이 안 올때는 더욱 더 의심하게 되는데 

그래도 오늘은 완전 외적 보상 엄청느낌 ^^*",싫음
37966,"보통 손해보는 일을 하는 사람은 그 일이 손해 인 줄 모른다.  적당히 수지가 맞는다는 판단으로 일을하면서 그 일이 힘들때 대가보다 많은 걸 하고 있다고 느끼고 표현하는 것 같다. 세상 공짜 없다. 그리고 내가 원히는 건 생각 보다 늘 더 비싼값을 치뤄야 얻을 수 있다는 걸 잊지말자.
#생색 #그저그래 #착각",싫음
37967,"#사과 #감사 #고백 #칭찬 #화냄 등등을 담은 여러 의도의 말들. 도대체 왜때문에 저런말을 하는지 모르면 그냥 아무말인 말들. 하와유로 배우는 #맥락적 소통의 수퍼 중요성
#지들편하자고하는말 #벽에대고하세요",싫음
37968,"가족들과 남이섬  왔어요.
주말에 모처럼 가족들과",중립
37969,"나는 산보다 바다가 좋다.
이름에 물 '수'자가 들어가서 인지 좋다.
어릴때 엄마는 '니는 항상 물조심하라'는 말 많이 하셨다. 물조심하라면서 왜 이름에 '수' 자 가 들어가게 지은건지 모르겠다. 물을 무서워 하기보다 그리워 했을지 모른다. 어제도 바다를 보고왔다.",행복
37970,"굿모닝!!10월의 마지막 일요일 아침
이제 두달 뒤면 2017년도 끄읏..
크헝...#넘빨라#시간#멈춰랏#흑흑
#하와유#S의끄적",싫음
37971,기분좋은만남#,행복
37972,"주말이 거의 다갔어어어ㅋㅋㅋㅋㅋㅋㅋ
주말에운동 가겠다고 생각했는데..
생각만했네;;;;;
#주말#끝#하와유#S의끄적",괴로움
37973,"아쉬움 가득한 주말. 
내가 최선을 다한다고 이 느낌이 없어질까 
원래 항상 다 채워지는건 없나보다 
그래도 포기하지 말자!!",슬픔
37974,살다보면 삶에 볕들날도 있는법,중립
37975,"맥빠지는 하루 .
날씨만 좋네!",행복
37976,"주말동안 글쓰기를 잊고있었네.ㅎ
그만큼 바쁘지도 않았는데...
새로운 일을 꾸준히 하기란 역시 쉽지않아.",슬픔
37977,"일요일 저녁은 월요일 걱정으로 
하루의 마무리가 빨라지는 나!
저녁 8시인데...ㅎ
책 좀 읽다 잠오면 자야지.
아함~",중립
37978,"집에 갈까요?
#조금취함",중립
37979,"항상 진실된 것만이 좋은걸까? 예전의 나는 그렇다고 했을텐데, 요즘의 나는 아니다.
사람은 누구나 숨기고 싶은 부분이 있기 마련이고 그것을 존중해주는것 또한 사랑의 한 방식이니까. 때로는 시간이 아주 지나서야만 말할 수 있는 것들이 있다.",중립
37980,"평일보다 바쁜 주말이 지나가는구나
어린이집 쉬는 주말이 더 바쁜건 언제쯤
끝이날까?
귀엽긴한데...
늘어져서 하루종일 드라마보던 날이 그립구나   ㅠㅠ
만화방 가고싶다ㅠㅠ",슬픔
37981,"오늘은 
1. 그 자하르? ㅋㅋ 에서 베이글 크림치즈 연어 올리브는 완전 맛있었다. 
안ㅇㅔ치즈랑 연어 빵 먹을거 파는거 보니깐 
약간 독일의 마뉴팍톰 같은 곳인듯 

다음에 뉴욕왔을때 꼭 저기서 식료품 ㅅㅏ서 요리해먹어야지 좀 신박했다. 

2. 그린 플리마켓은 소문보다 협소했다. 오픈시간이고 비와서 그런듯 뉴욕은 비오면 미술관이나 뮤지엄이나 다녀야하나봐.. 몰랐지 난.. 하핳 

3. 윌리엄스버그도 비가많이와서 ... 
처음 간 빈티지숍은 진짜 빈티지했다. 이쁜건 다 비쌈 쩝.
아티스트 앤 플리인가 거기도 이쁜거 많았다. 솔직히 모자는 다사고싶었는데 젤 싸면서 이쁜거 삼 ㅎㅎ 완전 마음에 들어! 

4. 맥주 양조장. 맥주는 진짜 인생 최고 맥주. 
진짜 아무생각없이 갔는데 너무 좋았다 혼자 앉아서 맥주마시는데 시간 금방가더라. 
투어는 기억나는거 맥주엔 4가지가 들어가요 
보리 이스트 홉 물 이거만 기억나 ㅋㅋㅋ 

5. 페리에서부터 멘붕 진짜 비 진짜 많이왔다. 한국에서도 이렇게까지 비 맞진않았던거같은데...ㅎ .
페리타고 덤보가는길 잘안보였지만 좋았다. 
멘하탄을 다른 시각으로 본 기분.
덤보에서부터 옷 다 젖은게 1시간 정도 되니 
너무 힘들었다.

6. 브루클린 아이스크림은 생각보다 그냥 그런 맛. 

7. 브루클린 브릿지는 왜 사람들이 보러오는지 알겠더라 크기며 분위기며 날좋은 여름날 저녁에 걸어가보고싶다. 제대로 보려고 했는데 어떤 차가 지나가면서 머리부터 발끝까지 물에 빠진 생쥐를 만들어주셔서 포기. 바로 지하철 타고 왔다. 많이 추웠다. 

8. 지하철 갈아타야하는데 그냥 우버 호출함. 우산 날아가고 난리도 아니었다. 비오는 뉴욕은 그냥 어딜 나가면 안되는 듯. 

9. 숙소와서 짐 정리하는데 옷이랑 신발이 내일까지 마를까싶네 ㅎ 걱정 

10. 비행기편이 바뀌었다 이것 마저 멘붕. 오늘은 맥주 양조장까지 딱 좋았고 그 이후로는 ㄱㅖ속 별로다. 얼른 자야지.",행복
37982,"굿모닝!!!
한주의 시작!!
#추워#콧물나#달달한거먹고프다
#하와유#S의끄적",싫음
37983,창밖으로 고운빛이  따스하다,중립
37984,"오랜만이군 굿모닝 #hawayou ?
잘잤다 몸상태좋다 피곤한것고없고",슬픔
37985,"항상 같은 날에 다가오는 겨울바람이지만 항상 낯선것 같아요.
다가오면 부담 스럽고 멀어지면 아쉬운 겨울바람이 또 다시 익숙해 지겠죠??",괴로움
37986,"추운 아침, 월급날이 얼마 지나지도 않았는데 헛헛한 내 통장때문에 출근길에 커피 한잔 사먹길 망설였다.

월요일 아침부터 나갈 일이 생겨 카페를 지나가는데.. 참새가 방앗간 못 지나가듯 정신 차리니 커피 주문 완료. ㅎㅎ

그래도 사무실에 들어와 따땃한 아메리카노 한잔 마시니 좋네. 
월요일 아침부터 작은 사치 ㅎㅎ",중립
37987,"추운 아침, 월급날이 얼마 지나지도 않았는데 헛헛한 내 통장때문에 출근길에 커피 한잔 사먹길 망설였다.

월요일 아침부터 나갈 일이 생겨 카페를 지나가는데.. 참새가 방앗간 못 지나가듯 정신 차리니 커피 주문 완료. ㅎㅎ

그래도 사무실에 들어와 따땃한 아메리카노 한잔 마시니 좋네. 
월요일 아침부터 작은 사치 ^^",중립
37988,10월이이제 이틀밖에안남았다. 세월이 너무 빠르다.,슬픔
37989,"어제 퍼스널컬러 컨설팅이란걸 받고 화장법과 화장품 톤을 바꿔봤는데 아무도 못 알아본다 ... ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
역시 아재분들이란... 
나 아침부터 왜 화장한다고 난리친거니?",중립
37990,며칠전에봤던 #지오스톰 여주인공 내스타일 ㅋ 문득 생각났다..ㅋ,싫음
37991,#영화 #대장김창수 는 왜이리 스크린점유율이 적은거야.. 역사적으로 배울거리도 많고 잘만든 영화인데,괴로움
37992,"가계부를 작성한지 3개월쯤되니
이제야 고정지출.변동지출이 
어느정도 잡히네.
스투핏을 외칠 항목이 특별히 없음에도
수입보다 지출이많은 구조.
그럼에도 살아지는 이상한 구조.",싫음
37993,"본죽 온지 20분째.. 배고픈데 이제야 주문받네..
아..배고파..언능 나와라아~",싫음
37994,어느덧 벌써 11월이다 마음은 정리되지 않는데 시간은 너무빠르다,슬픔
37995,넘나 추운 것,중립
37996,파행업무와 파행업무지시 파행동료 파행상사,중립
37997,"많이 추워진 가을
#조쿠낭",싫음
37998,"아침부터 열일했더니
넘지친당ㅠ
일하기 시로시로",행복
37999,창밖에부는 바람이쓸쓸해보입니다 마음도쓸쓸하다,슬픔
38000,요새 다시 불면증이 시작된거 같다. 자꾸 안좋은 생각들만 머리에서 맴돈다.,중립
38001,너무 추워진 날씨 . 내 마음도 춥고 지갑도 추워,싫음
38002,엄마가 밉다 ㅠㅠ 엄마는 앞뒤가 꽉막혔다,싫음
38003,"외롭고 쓸쓸하다
나도 사랑하고 싶다
가을이라 더 슬프다",슬픔
38004,사람의 인연이 끝난다는건....,슬픔
38005,"교통체증을 뚫고 집에 도착.휴~
정상적으로 질서지켜다니면 1시간30분
가끔 끼어들기하면 1시간
이래도 저래도 마음 안편한 출퇴근길~
질서지키자니 나만 바보되는거같고
끼어들자니 줄서있는분께 미안코
불편해~~~ㅠ.",슬픔
38006,"차가운 공기에 춥기보다는
상쾌하기도하고 설레기도 한다.
어쩐지 기분이 좋은 날씨
#가을 #바람 #차가운공기",중립
38007,"저도 이제는 좀 행복해지고 싶어요.
그래서 더 많이 웃고 싶어요.
웃으면 복이 온다니까 열심히 웃어보려고요!
그런데 얼굴 주름은 어쩌지.......크크크크크",중립
38008,순간순간 최선을 다해 살자,중립
38009,"나의 마음을 나누고 싶어요.
칭찬도 받고 싶고.
위로도 받고 싶고.
조언도 듣고 싶고.",중립
38010,#날씨 가 갑자기 추워져서 기분이 묘하다. 벌써 2017년이 끝나가고... #군대 갈 시간이 다가오고 있는 듯 하다. #추위 #2017년,싫음
38011,아.. 세상 사는 건 정말 어렵다. 누군가의 요구치는 높아지는데 나는 계속 정체되어 있는 느낌.,슬픔
38012,"하루종일 복잡한 수식을 들여다보며 낑낑대고 있는데,
뒷사람은 헤드셋 끼고 말하면서 게임을 하고있다.
(간간이 욕도 들려온다)

세상은 불공평한 것 같다",중립
38013,"뉴스로 접한 배우 김주혁의 사망 소식. 
악착같이 참고 인내하며 살아야하나 회의가 든다.
내일 당장 내가 어떻게 될지도 모르는데...
지금의 행복을 포기한채로 살아야하는 것일까.#일상",괴로움
38014,"평소 두시간이 걸리던 귀가길이 오늘은 삼십분 당겨지네.시외버스와  마을버스, 열차가 착착 내앞에 선다. 맨날 이런일만 있으면.",중립
38015,다시 초심,중립
38016,"비행편 바뀌어서 일정이 완전 틀어조따 

인생 어찌될줄 모르니 열심히 살라는 말 
계속 와닿는 날이네

쉑쉑 버거는 버거는 확실히 맛있는듯 프라이는 너무 짜... 왜 쉐이크에 찍어먹는지 알게따 니끼해씀

그래도 워싱턴 공항도 가보네ㅎㅎ 
무사히 도착했으면 좋겠다 :-)",싫음
38017,"달달한게 엄청땡긴다!!!!겨울준비하려고 그러는건가?ㅜㅜ
#살#겨울시즌#오동통#난사람#하와유#S의끄적",슬픔
38018,"추운 날씨에 안타까운 소식까지 겹치니
마음이 너무 안좋다.. 
세상에 죽음보다 더 슬픈게 있을까
하루 하루 내 삶이 더욱 소중해지는
참 생각이 많아지는 밤이다.
#일상",슬픔
38019,결국 월요일부터 야근이다. 힘들긴 하지만 일이 조금씩 진행되고 있어서 마냥 힘들지만은 않다.,중립
38020,"평범한 삶이란 무엇인가?
감히 평범의 기준을 어떤것이라고 단정지을 수 있을까?
우리는 그 누구도 평범하지않고 
남들과 조금 다른 삶을 산다고 특별한것도 아니다.
다른이의 삶을 부러워하지 말자.
그냥 모두가 자기의 삶이 있는 것이다.

#삶의기준 #인생",중립
38021,"평범한 삶이란 무엇인가?
감히 평범의 기준을 어떤것이라고 단정지을 수 있을까?
우리는 그 누구도 평범하지않고 
남들과 조금 다른 삶을 산다고 특별한것도 아니다.
다른이의 삶을 부러워하지 말자.
그냥 모두가 자기의 삶이 있는 것이다.

#삶의기준 #인생",중립
38022,"인생은 불완전의 연속이란다. 
한치앞도 모르는데 또 그렇다고 지금 흥청망청 살수도 없고.. 
이런 순간들이 계속 이어지겠지.
정말 알다가도 모를 인생이다.",슬픔
38023,역시 퇴근하고 방에 와서 먹는 컵라면은 꿀맛인듯,행복
